ts_code,name,industry,stage_transition,promotion_rank,predicted_promotion_probability,research_fill_proxy_score,research_conditional_profit_score,research_joint_proxy_score,source_executable_profit_research_rank,internal_shadow_order,internal_shadow_selected,shadow_slot,shadow_max_price,shadow_price_basis,shadow_price_source_sha256
600606.SH,绿地控股,房地产开发,2→3,7,0.3663901223212706,0.9542537896557085,0.4369096926381434,0.41692272993725915,1,1,1,1,1.6,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
601123.SH,马矿股份,冶钢原料,2→3,10,0.3295090753480303,0.94357732340615,0.3599292686038402,0.33962109588474476,2,2,1,2,19.56,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
600448.SH,华纺股份,纺织制造,3→4,9,0.3360485924318812,0.9684890502958083,0.3463072715326839,0.3353948005172217,3,3,0,,3.89,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
000532.SZ,华金资本,多元金融,2→3,8,0.35155670706161074,0.9690376933855106,0.32217538963004205,0.3122000964326741,4,4,0,,14.26,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
001376.SZ,百通能源,电力,2→3,5,0.4004692720898291,0.9513517633780356,0.30811663699984426,0.2931273059359119,5,5,0,,13.93,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
002589.SZ,瑞康医药,医药商业,2→3,6,0.3670955722043149,0.9714457380371453,0.2924949678765642,0.284142989941,6,6,0,,3.6,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
000910.SZ,大亚圣象,家居用品,2→3,4,0.4412842295259368,0.9708838160550312,0.29021144321585124,0.2817615934522436,7,7,0,,6.26,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
002453.SZ,华软科技,化学制品,3→4,3,0.5258367021094982,0.9469058655024389,0.2974908260553037,0.28169580812493283,8,8,0,,5.87,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
600630.SH,龙头股份,服装家纺,3→4,2,0.5277594715423957,0.9113628935669404,0.30285772898568153,0.276013296227503,9,9,0,,9.12,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
000504.SZ,南华生物,医疗服务,3→4,1,0.5548286610466687,0.6389396106598035,0.32566106746503076,0.20807775565316278,10,10,0,,11.01,D_CLOSE_CONSERVATIVE_CAP,7795f558b7ba8379478a3358e592cfa081a41a29db14ff35abdd7244b81c8c00
